x,y,frame
3.78082191780822,427.013698630137,1
11.960396039604,476.90099009901,1
23.9365079365079,216.02380952381,1
35.9041095890411,428.205479452055,1
39.5596330275229,382.128440366972,1
43.05,236.86,1
43.5285714285714,198.957142857143,1
46.8271604938272,410.024691358025,1
47.7222222222222,276.430555555556,1
85.8552631578947,332.947368421053,1
83.5714285714286,274.098901098901,1
93.5135135135135,475.459459459459,1
130.691489361702,185.851063829787,1
130.854961832061,616.87786259542,1
136.805555555556,589.444444444444,1
152.855263157895,498.289473684211,1
162.257142857143,160.071428571429,1
160.47619047619,443.130952380952,1
228.828282828283,580.141414141414,1
240.702702702703,308.445945945946,1
272.2875,25.2125,1
278.89928057554,560.41726618705,1
273.47191011236,583.089887640449,1
280.358974358974,105.576923076923,1
308.011111111111,229.366666666667,1
314,65.7604166666667,1
322.071428571429,567.34693877551,1
331.065217391304,78.6086956521739,1
339.073170731707,94.0731707317073,1
344.977272727273,243.125,1
366.485148514851,652.257425742574,1
378.922413793103,352.887931034483,1
395,583.116883116883,1
444.240963855422,652.939759036145,1
470.987012987013,457.415584415584,1
476.350649350649,123.441558441558,1
475.776315789474,77.1842105263158,1
479.482352941176,9.90588235294118,1
497.712328767123,610.479452054794,1
518.694736842105,421.8,1
523.304347826087,120.815217391304,1
534.133333333333,92.6111111111111,1
543.807692307692,114.673076923077,1
545.977528089888,402.977528089888,1
550.891891891892,509.540540540541,1
555.948717948718,552.777777777778,1
562.490566037736,340.867924528302,1
573.855555555556,592.522222222222,1
590.540983606557,182.516393442623,1
589.69298245614,349.921052631579,1
604.172413793103,15.9051724137931,1
610.430555555556,75.1111111111111,1
614.03488372093,359.837209302326,1
622.808988764045,197.820224719101,1
7.9646017699115,232.796460176991,2
12.45,408.891666666667,2
41.1724137931034,235.068965517241,2
46.527027027027,275.094594594595,2
82.2365591397849,272.795698924731,2
109.436893203883,268.932038834951,2
131.728971962617,615.214953271028,2
133.111111111111,186.177777777778,2
149.79347826087,464.804347826087,2
152.223684210526,500.631578947368,2
149.576086956522,404.630434782609,2
165.6,160.342857142857,2
182.460784313725,353.666666666667,2
183.175257731959,330.577319587629,2
195.186274509804,380.686274509804,2
205.181818181818,253.636363636364,2
231.132530120482,576.698795180723,2
260.560975609756,608.439024390244,2
270.147368421053,24.2736842105263,2
269.256097560976,636.5,2
282.084210526316,103.484210526316,2
299.626666666667,112.813333333333,2
309.692307692308,187.009615384615,2
333.364705882353,77.5411764705882,2
345.156626506024,241.240963855422,2
364.013333333333,630.04,2
367.760416666667,651.21875,2
378.46218487395,320.756302521008,2
377.766666666667,352.366666666667,2
399.243243243243,385.135135135135,2
419.652777777778,128.930555555556,2
445.6,652.527272727273,2
448.801801801802,77.1891891891892,2
470.666666666667,459.885714285714,2
475.220930232558,124.662790697674,2
477.067961165049,78.5145631067961,2
500.414285714286,607.957142857143,2
514.611111111111,406.041666666667,2
521.958333333333,440.194444444444,2
524.048,604.752,2
543.253012048193,136.168674698795,2
545.781609195402,403.241379310345,2
567.702380952381,287.261904761905,2
583.931034482759,632.991379310345,2
582.487179487179,96.3589743589744,2
601.431818181818,49.4431818181818,2
606.835443037975,11.493670886076,2
614.979166666667,361.770833333333,2
619.736842105263,423.828947368421,2
7.43055555555556,231.736111111111,3
10.462962962963,406.12037037037,3
39,233.049382716049,3
45.6551724137931,272.620689655172,3
48.8170731707317,406.646341463415,3
54.2459016393443,220.098360655738,3
76.5569620253165,555.518987341772,3
81.1770833333333,271.260416666667,3
103.851351351351,365.202702702703,3
131.87619047619,613.209523809524,3
136.379310344828,186.528735632184,3
149.8,464.833333333333,3
148.695652173913,404.460869565217,3
158.923076923077,445.725274725275,3
232.19801980198,576.623762376238,3
251.625,561.6375,3
259.691666666667,609.35,3
269.142857142857,23.2436974789916,3
274.114285714286,84.7642857142857,3
279.346774193548,334.612903225806,3
283.339285714286,101.758928571429,3
301.114942528736,111.229885057471,3
306.445378151261,48.7478991596639,3
311.55,87.94,3
322.734693877551,118.214285714286,3
341.21897810219,27.3357664233577,3
345.373493975904,239.33734939759,3
366.135416666667,603.5,3
365.296296296296,628.333333333333,3
365.757281553398,333.145631067961,3
368.325,650.575,3
379.25,319.151785714286,3
384.287128712871,4.28712871287129,3
383.385714285714,196.557142857143,3
389.640776699029,165.067961165049,3
393.704225352113,30.1267605633803,3
426.541666666667,237.75,3
450.229885057471,79.5862068965517,3
457.676056338028,497.380281690141,3
476.285714285714,126.892857142857,3
477.803418803419,80.9145299145299,3
479.936842105263,10.6947368421053,3
493.239436619718,149.281690140845,3
495.046511627907,419.627906976744,3
502.87323943662,605.816901408451,3
514.277777777778,406.477777777778,3
525.336206896552,602.939655172414,3
545.785714285714,403.392857142857,3
550.397590361446,465.204819277108,3
551.416666666667,580.555555555556,3
557.917525773196,53.2577319587629,3
563.253521126761,644.028169014084,3
566.652173913043,615.420289855072,3
584.058823529412,632.487394957983,3
597.679487179487,432.871794871795,3
597.371794871795,356.923076923077,3
602.877777777778,45.4444444444444,3
606.947368421053,8.04210526315789,3
615.625,363.535714285714,3
639.197368421053,417.578947368421,3
9.76635514018692,209.831775700935,4
9.14583333333333,375.03125,4
8.73913043478261,402.904347826087,4
37.1842105263158,231.236842105263,4
44.6630434782609,270.717391304348,4
74.9875,553.075,4
80.4673913043478,269.695652173913,4
90.1168831168831,529.909090909091,4
116.973684210526,455.105263157895,4
131.939393939394,611.323232323232,4
138.619718309859,185.943661971831,4
147.910447761194,404.335820895522,4
159.168831168831,320.649350649351,4
191.715596330275,649.48623853211,4
197.888888888889,305.152777777778,4
233.271844660194,576.961165048544,4
252.078947368421,561.828947368421,4
279.477941176471,333.345588235294,4
284.410852713178,100.434108527132,4
298.6953125,140.9453125,4
309.412280701754,183.815789473684,4
314.072072072072,87.009009009009,4
323.826923076923,117.086538461538,4
366.987012987013,627.181818181818,4
382.289719626168,4,4
401.186046511628,302.43023255814,4
406.683673469388,562.142857142857,4
453.015384615385,589.353846153846,4
456.610687022901,566.618320610687,4
458.866666666667,63.5333333333333,4
476.333333333333,128.5,4
478.684684684685,83.2612612612613,4
481.0375,559.3875,4
515.62,165.28,4
528.435294117647,145.352941176471,4
535.037974683544,60.0886075949367,4
545.9375,404.075,4
557.54,51.64,4
567.126126126126,617.144144144144,4
581.714285714286,116.441558441558,4
583.91935483871,631.677419354839,4
597.843373493976,359.469879518072,4
604.289156626506,41.6144578313253,4
606.677777777778,6.51111111111111,4
630.6125,465.8375,4
9.40151515151515,208.212121212121,5
10.047619047619,373.809523809524,5
7.18823529411765,399.6,5
35.5316455696203,229.012658227848,5
43.6315789473684,268.642105263158,5
73,551.27,5
79.5747126436782,268.540229885057,5
88.2876712328767,528.109589041096,5
170.985714285714,205.857142857143,5
198.767123287671,305.945205479452,5
235.18085106383,577.202127659574,5
252.424657534247,561.986301369863,5
253.402597402597,222.116883116883,5
279.305970149254,332.276119402985,5
287.544554455446,21.9405940594059,5
297.406779661017,138.593220338983,5
309.421568627451,182.245098039216,5
316.54954954955,86.4594594594595,5
316.558139534884,57.8139534883721,5
324.743362831858,116.097345132743,5
345.945945945946,534.297297297297,5
345.042857142857,239.228571428571,5
368.753246753247,625.688311688312,5
375.76,369.04,5
389.684931506849,634.58904109589,5
404.725,134.25,5
406.941860465116,229.639534883721,5
406.954022988506,563.425287356322,5
454.96875,588.84375,5
461.581395348837,64.5232558139535,5
464.303571428571,43.4285714285714,5
480.207317073171,85.3780487804878,5
515.965811965812,168.136752136752,5
518.361111111111,59.3194444444444,5
584.704545454545,103.397727272727,5
605.657534246575,5.50684931506849,5
622.139240506329,70.5316455696203,5
632.301369863014,465.383561643836,5
9.52586206896552,206.922413793103,6
10.5634920634921,372.626984126984,6
25.0071942446043,289.352517985611,6
34.1630434782609,227.097826086957,6
42.3255813953488,266.5,6
62.9736842105263,378.921052631579,6
71.4950495049505,550.445544554455,6
79.1125,267.6125,6
90.1444444444444,372.633333333333,6
132.760563380282,450.154929577465,6
149.663157894737,649.978947368421,6
192.058139534884,161.03488372093,6
199.619718309859,306.323943661972,6
236.535353535354,577.262626262626,6
279.389380530973,331.592920353982,6
296.008474576271,135.745762711864,6
318.063157894737,57.8421052631579,6
319.305263157895,85.6631578947368,6
327.788732394366,45.1549295774648,6
347.49,534.95,6
359.602564102564,606.474358974359,6
390.710526315789,634.302631578947,6
418.15037593985,545.421052631579,6
457.1484375,588.671875,6
463.568181818182,65.0227272727273,6
489.988505747126,439.195402298851,6
518.52380952381,59.8809523809524,6
565.151898734177,6.29113924050633,6
561.747572815534,88.1747572815534,6
572.862745098039,59.5882352941176,6
587.973913043478,29.104347826087,6
622.715909090909,67.7840909090909,6
23.7222222222222,287.507936507937,7
32.5909090909091,224.738636363636,7
36.8247422680412,459.783505154639,7
41.6265060240964,637.698795180723,7
41.1647058823529,264.576470588235,7
63.8555555555556,378.155555555556,7
69.9619047619048,549.380952380952,7
81.1052631578947,351.802631578947,7
84.6973684210526,519.578947368421,7
90.0246913580247,372.320987654321,7
134.022222222222,452.333333333333,7
151.910714285714,434.580357142857,7
195.116279069767,160.709302325581,7
201.560975609756,305.329268292683,7
212.443037974684,336.949367088608,7
227.643835616438,264.465753424658,7
238.43137254902,577.176470588235,7
303.44578313253,25.710843373494,7
359.717647058824,605.682352941176,7
363.310810810811,653.243243243243,7
401.361904761905,136.133333333333,7
401.985714285714,303.771428571429,7
407.773195876289,565.989690721649,7
417.733870967742,546.024193548387,7
458.880341880342,588.393162393162,7
487.333333333333,62.9425287356322,7
509.743243243243,617.121621621622,7
519.604395604396,170.615384615385,7
518.714285714286,60.2857142857143,7
523.041095890411,127.356164383562,7
545.594827586207,456.827586206897,7
550.80487804878,72.4634146341463,7
563.59756097561,6.34146341463415,7
564.230769230769,86.5494505494506,7
582.333333333333,7.55172413793103,7
